query,actual,prediction,score,model,method,correct
learn2 training for microsoft excel topics-entertainment-software - ( consignment ) 9.99,topics entertainment learn2 training for microsoft excel topics-entertainment-software - ( consignment ) 6.56,topics entertainment learn2 training for microsoft excel topics-entertainment-software - ( consignment ) 6.56,86.29441624365482,rapidfuzz,fuzzy,1
route 66 route canada ( french ) csdc nan,csdc route 66 route canada ( french ) nan 35.98,csdc route 66 route canada ( french ) nan 35.98,93.18181818181819,rapidfuzz,fuzzy,1
lego star wars ii : the original trilogy for mac feral interactive 39.99,aspyr lego star wars ii nan 44.95,feral interactive the movies nan 47.99,56.363636363636374,rapidfuzz,fuzzy,0
backyard sports backyard basketball and backyard football humongous entertainment 19.99,brighter minds backyard sports nan 19.99,backyard basketball & backyard hockey double pack nan 9.95,57.931034482758626,rapidfuzz,fuzzy,0
learn to play chess with fritz and chesster ( mac ) viva media 29.99,viva media llc learn to play chess with fritz & chesster nan 26.14,viva media llc learn to play chess with fritz & chesster 2 nan 26.14,83.82352941176471,rapidfuzz,fuzzy,0
great invasions strategy first 39.99,strategy first inc. great invasions nan 34.07,strategy first inc. great invasions nan 34.07,81.4814814814815,rapidfuzz,fuzzy,1
adobe illustrator cs3 upgrade [ mac ] adobe 199.0,adobe illustrator cs3 upgrade for mac nan 206.99,adobe illustrator cs3 upgrade for mac nan 206.99,74.22680412371135,rapidfuzz,fuzzy,1
acrobat professional 8 mac upsell standard-professional adobe 273.0,adobe acrobat v8 .0 professional for mac upsell from std-pro nan 145.99,adobe acrobat v8 .0 professional for mac upsell from std-pro nan 145.99,71.01449275362319,rapidfuzz,fuzzy,1
punch super home suite 3.0 punch ! software 49.99,punch software 17100 punch ! super home suite punch software 45.99,punch software punch ! super home suite nan 49.95,89.79591836734694,rapidfuzz,fuzzy,0
modeless liquid ledger personal finance software ( mac ) csdc 79.99,modeless software liquid ledger personal finance nan 71.99,csdc liquid ledger personal finance modeless software nan 71.01,86.15384615384616,rapidfuzz,fuzzy,0
quickbooks premier edition 2007 5 user multi-pack intuit 1499.95,intuit inc quickbooks premier edition 2007 5 user nan 1309.31,intuit inc quickbooks premier edition 2007 5 user nan 1309.31,81.60000000000001,rapidfuzz,fuzzy,1
webroot desktop firewall webroot software 29.99,webroot software inc 54210 webroot desktop firewall firewall pc nan 25.97,webroot software 54210 desktop firewall webroot software 26.99,84.40366972477065,rapidfuzz,fuzzy,0
finale 2007 academic ( win/mac ) emedia 350.0,makemusic finale 2007 academic create edit and print sheet music nan 269.0,autocad ( r ) lt 2007 nan 330.95,57.14285714285714,rapidfuzz,fuzzy,0
liquid ledger personal finance csdc 79.99,csdc liquid ledger personal finance modeless software nan 71.01,csdc liquid ledger personal finance modeless software nan 71.01,73.07692307692308,rapidfuzz,fuzzy,1
ae painter v9 win/mac box corel corp 166.19,corel corporation ptr9engpcma ae painter ix win/mac nan 89.99,corel corporation ptr9engpcma ae painter ix win/mac nan 89.99,65.38461538461539,rapidfuzz,fuzzy,1
national geographic presents : forces of nature topics entertainment 29.99,national geographic : forces of nature nan 12.9,national geographic : forces of nature nan 12.9,69.42148760330579,rapidfuzz,fuzzy,1
raster design 2006 essentials autodesk psg 59.95,autodesk 34006-010008-160 raster design 2006 essentials autodesk 52.99,autodesk 34006-010008-160 raster design 2006 essentials autodesk 52.99,71.1864406779661,rapidfuzz,fuzzy,1
onone essentials for adobe photoshop elements onone software 59.95,onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac nan 50.97,onone software essentials for adobe photoshop elements version 2 full nan 59.33,84.13793103448276,rapidfuzz,fuzzy,0
adobe photoshop cs2 ( mac ) [ old version ] adobe 649.0,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3 adobe systems inc 788.63,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488 nan 537.65,69.56521739130434,rapidfuzz,fuzzy,0
adobe solution expert support adobe 299.0,adobe 09951404 solution expert annu all adobe 233.99,adobe 09951404 solution expert annu all adobe 233.99,66.66666666666667,rapidfuzz,fuzzy,1
reel deal casino championship edition phantom efx 19.99,reel deal casino championship edition ( win 98 me nt 2000 xp ) nan 19.95,reel deal casino championship edition ( win 98 me nt 2000 xp ) nan 19.95,77.16535433070865,rapidfuzz,fuzzy,1
my maillist & addressbook mysoftware company 19.95,my maillist & addressbook nan 7.69,my maillist & addressbook nan 7.69,71.42857142857143,rapidfuzz,fuzzy,1
delorme topo usa mapping software 6.0 west region delorme 49.95,delorme mapping topo usa 6.0 west region nan 43.36,delorme mapping topo usa 6.0 west region nan 43.36,76.10619469026548,rapidfuzz,fuzzy,1
quicken 2007 for mac intuit 69.95,intuit quicken 2007 macintosh nan 69.99,intuit quicken 2007 macintosh nan 69.99,77.77777777777779,rapidfuzz,fuzzy,1
3d home architect home design deluxe version 9 encore 29.99,encore inc 3d home architect home design deluxe version 9 nan 25.49,encore inc 3d home architect home design deluxe version 9 nan 25.49,90.47619047619048,rapidfuzz,fuzzy,1
final cut express 2.0 upgrade apple computer 99.99,apple software m9372z/a final cut express 2.0 upgrade apple software 79.99,apple logic express 7.2 upgrade from v. 6 apple-computer - ( direct ) 99.99,70.39999999999999,rapidfuzz,fuzzy,0
write brothers dramatica pro win/mac write brothers 269.99,dramatica pro 4 for pc nan 249.99,broderbund ultimate print and craft suite nan 49.99,53.21100917431192,rapidfuzz,fuzzy,0
easy video editor 2.0 by honest technology global-marketing-partners 50.88,global marketing partners easy video editor 2.0 honest technology global-marketing-partners 25.21,global marketing partners easy video editor 2.0 honest technology global-marketing-partners 25.21,79.53216374269006,rapidfuzz,fuzzy,1
services for netware 5.0 microsoft 149.0,microsoft windows services for netware v. 5.0 complete package nan 138.17,microsoft windows services for netware v. 5.0 complete package nan 138.17,65.48672566371681,rapidfuzz,fuzzy,1
play music together mac iplaymusic 39.99,play music together dvd by iplaymusic mac nan 32.99,play music together dvd by iplaymusic mac nan 32.99,85.71428571428572,rapidfuzz,fuzzy,1
roxio popcorn 2 ( mac ) roxio 49.95,roxio popcorn 2 video conversion software nan 44.99,roxio ( r ) popcorn ( tm ) 2 nan 49.99,76.71232876712328,rapidfuzz,fuzzy,0
norton antivirus mac 10.0 ( mac ) symantec 69.95,symantec norton anti-virus v. 10 mac nan 64.99,symantec norton anti-virus v. 10 mac nan 64.99,80.85106382978724,rapidfuzz,fuzzy,1
rise of nations : gold ( mac ) macsoft 49.99,destineer rise of nations gold edition nan 45.99,microsoft rise of nations : rise of legends for pc nan 16.99,61.53846153846154,rapidfuzz,fuzzy,0
adobe creative suite cs3 master collection upsell adobe 1999.0,adobe cs3 master collection upsell from cs1 nan 2054.99,adobe cs3 master collection upsell from cs2 nan 1437.99,70.08547008547008,rapidfuzz,fuzzy,0
mia 's math adventure : just in time kutoka 19.99,kutoka interactive 61208 mias math adventure ( just in time ) ( win 95 98 me 2000 xp/mac 8.6-9.x ( classic ) x v10 .1 or higher ) nan 18.97,kutoka interactive 61208 mia 's math adventure : just in time ! kutoka interactive 24.99,68.61313868613139,rapidfuzz,fuzzy,0
vuvideo anywhere for your ipod abacus software 29.95,abacus vuvideo anywhere for your ipod nan 26.14,abacus vuvideo anywhere for your ipod nan 26.14,84.84848484848484,rapidfuzz,fuzzy,1
steinberg cubase 4 digital audio software steinberg 999.99,steinberg cubase 4 software music production software nan 799.99,steinberg cubase 4 software music production software nan 799.99,65.57377049180329,rapidfuzz,fuzzy,1
pinnacle mobile media converter pinnacle 29.99,pinnacle mobile media converter software for windows ipod software nan 29.95,mobile media converter ( pc ) pinnacle nan 24.99,85.1063829787234,rapidfuzz,fuzzy,0
kaplan sat/act/psat gold 2007 win/mac topics entertainment 29.99,kaplan act/sat/psat gold 2007 mac os x nan 22.99,instant immersion italian 2.0 topics entertainment 20.99,61.66666666666667,rapidfuzz,fuzzy,0
microsoft mappoint 2006 with gps microsoft 349.0,microsoft mappoint 2006 with gps locator ( pc ) nan 349.99,microsoft mappoint 2006 with gps locator ( pc ) nan 349.99,73.58490566037736,rapidfuzz,fuzzy,1
spy sweeper with antivirus/child safe webroot software 39.95,webroot software inc 52310 spy sweeper with antivirus/child safe 1-pc win 2000 xp vista nan 37.97,webroot software inc 52310 spy sweeper with antivirus/child safe 1-pc win 2000 xp vista nan 37.97,75.15923566878982,rapidfuzz,fuzzy,1
dk rainbow fish most beautiful fish in the ocean encore 9.99,encore software a5992jch dk rainbow fish most beautiful fish in the ocean win 95 98 me xp nan 9.08,encore software a5992jch dk rainbow fish most beautiful fish in the ocean win 95 98 me xp nan 9.08,75.9493670886076,rapidfuzz,fuzzy,1
the guild 2 pirates of the seas dreamcatcher interactive 29.99,guild 2 : pirates of the seas nan 23.99,guild 2 : pirates of the seas nan 23.99,71.28712871287128,rapidfuzz,fuzzy,1
listen for ipod magnetic time sos-aggregation-company 39.99,listen for ipod magnetic time ( win 2000 xp ) sos-aggregation-company 39.99,listen for ipod magnetic time ( win 2000 xp ) sos-aggregation-company 39.99,88.05970149253731,rapidfuzz,fuzzy,1
microsoft word 2004 ( mac ) microsoft 229.99,microsoft word 2004 nan 209.99,microsoft word 2004 nan 209.99,70.27027027027026,rapidfuzz,fuzzy,1
3d bridge deluxe ( mac ) freeverse software 24.99,freeverse 3d bridge deluxe nan 24.99,freeverse 3d bridge deluxe nan 24.99,80.0,rapidfuzz,fuzzy,1
jumpstart advanced preschool v2 .0 knowledge adventure 19.99,knowledge adventure inc. jumpstart advanced preschool v2 .0 nan 16.93,knowledge adventure inc. jumpstart advanced preschool v2 .0 nan 16.93,89.92248062015504,rapidfuzz,fuzzy,1
quickbooks simple start 2007 intuit 99.95,intuit quickbooks simple start edition 2007 software for windows tax & finance software nan 83.95,quickbooks simple start 2007 intuit nan 99.99,93.02325581395348,rapidfuzz,fuzzy,0
microsoft windows xp professional full version with sp2 microsoft 299.99,microsoft windows xp pro oem sp2 no open box returns nan 149.99,microsoft ( r ) windows ( r ) xp professional edition with sp2 nan 199.99,70.3448275862069,rapidfuzz,fuzzy,0
emc retrospect 7.5 svr 1-client windows dantz 249.0,emc insignia retrospect server client v. 7.5 complete package nan 181.97,retrospect 7.5 prof win upg only pz24a0075 emc 54.68,50.48543689320388,rapidfuzz,fuzzy,0
apple shake 4.1 visual effects ( mac ) apple computer 499.0,apple shake 4.1 mac os x nan 499.99,apple logic express 7.2 upgrade from v. 6 apple-computer - ( direct ) 99.99,62.68656716417911,rapidfuzz,fuzzy,0
hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ) hewlett packard nan,hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd nan 1888.39,231319-b26 hp storageworks secure path for windows workgroup edition v. 4.0 c licens nan 66453.59,83.33333333333334,rapidfuzz,fuzzy,0
starship troopers/first to fight bundle destineer 19.95,destineer publishing coporation starship troopers/first to fight bundle nan 15.08,destineer publishing coporation starship troopers/first to fight bundle nan 15.08,76.47058823529412,rapidfuzz,fuzzy,1
webroot spy sweeper antispyware 5.x webroot software 29.95,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ) nan 25.97,webroot software 65210 spy sweeper 3 pc webroot software 31.99,78.33333333333333,rapidfuzz,fuzzy,0
onone plug-in suite 3 for adobe photoshop onone software 399.95,onone software pps-30211 on1 plug-in suite v. 3.0 for adobe photoshop complete product image collection/editing/archive complete product pc mac intel-based mac nan 365.97,onone software plug-in suite full nan 393.68,69.1588785046729,rapidfuzz,fuzzy,0
family tree maker 2008 platinum encore 99.95,encore inc family tree maker 2008 platinum nan 85.07,encore inc family tree maker 2008 platinum nan 85.07,83.33333333333334,rapidfuzz,fuzzy,1
chronos stickybrain 3.0 ( mac ) chronos l.c. 34.99,chronos stickybrain 3.0 nan 39.99,chronos stickybrain 3.0 nan 39.99,74.69879518072288,rapidfuzz,fuzzy,1
logic express 7.2 upgrade from logic express 6 apple-computer - ( direct ) 99.0,apple logic express 7.2 upgrade from v. 6 apple-computer - ( direct ) 99.99,apple logic express 7.2 upgrade from v. 6 apple-computer - ( direct ) 99.99,83.11688311688312,rapidfuzz,fuzzy,1
spy sweeper spanish webroot software 29.95,webroot software inc 31250 spy sweeper spanish nan 24.81,webroot software inc 31250 spy sweeper spanish nan 24.81,81.63265306122449,rapidfuzz,fuzzy,1
mah jong quest united developers nan,macplay mah jong quest nan 22.99,macplay mah jong quest nan 22.99,55.88235294117647,rapidfuzz,fuzzy,1
sibelius 4 professional edition sibelius-software-ltd . 599.99,sibelius sibelius 4 software music production software sibelius-software-ltd . 449.95,sibelius photoscore professional scanning software music production software sibelius-software-ltd . 179.95,66.27218934911244,rapidfuzz,fuzzy,0
audio success suite edition : sales success topics entertainment 19.95,topics entertainment audio success suite edition : sales success nan 12.05,topics entertainment audio success suite edition : sales success nan 12.05,94.44444444444444,rapidfuzz,fuzzy,1
quicken 2007 deluxe intuit 59.95,quicken 2007 deluxe win cd intuit 57.99,quicken 2007 deluxe win cd intuit 57.99,84.50704225352112,rapidfuzz,fuzzy,1
photoshop elements 4 mac retail eng 1u ( 19230169 ) adobe 145.39,adobe photoshop elements 4.0 photo-editing software for mac nan 85.95,adobe photoshop elements 4.0 mac nan 79.99,64.15094339622642,rapidfuzz,fuzzy,0
hidden expedition : titanic activision 19.99,hidden expedition : titanic nan 15.5,hidden expedition : titanic nan 15.5,75.0,rapidfuzz,fuzzy,1
adobe creative suite cs3 design premium upgrade [ mac ] adobe 599.0,adobe cs3 design premium upgrade nan 619.99,adobe creative suite 3 ( cs3 ) design premium upgrade mac nan 569.97,81.4814814814815,rapidfuzz,fuzzy,0
topics presents : ancient civilizations ( 4 cd set ) topics entertainment 29.99,topics presents : ancient civilizations nan 12.9,topics presents : ancient civilizations nan 12.9,74.01574803149606,rapidfuzz,fuzzy,1
mediafour macdrive 6 for windows mediafour corporation 49.99,mediafour macdrive 6 access mac partition in windows nan 43.99,csdc macdrive 7 for windows mediafour corp. nan 39.61,72.56637168141593,rapidfuzz,fuzzy,0
alien disco safari encore 19.99,encore software 12510 alien disco safari win xp vista nan 18.97,encore software 12510 alien disco safari win xp vista nan 18.97,61.702127659574465,rapidfuzz,fuzzy,1
ultra sudoku/ultra kakuro abacus 29.95,abacus ultra sudoku/ultra kakuro nan 17.55,abacus ultra sudoku/ultra kakuro nan 17.55,87.5,rapidfuzz,fuzzy,1
home bartending 101 shooters arc-media-inc . 19.95,home bartending 101 shooters arc-media-inc . 9.75,home bartending 101 shooters arc-media-inc . 9.75,96.96969696969697,rapidfuzz,fuzzy,1
h & r block taxcut 2006 home & business + state h & r block 79.99,h & r block taxcut home and business with state and e-file efile software for windows tax & finance software nan 73.95,h & r block taxcut home and business with state e-file efile and sage act ! 8 win tax & finance software nan 73.95,55.8659217877095,rapidfuzz,fuzzy,0
apple garageband jam pack : symphony orchestra apple 99.0,apple garageband jam pack : symphony orchestra nan 95.99,apple garageband jam pack : symphony orchestra nan 95.99,86.72566371681415,rapidfuzz,fuzzy,1
millie 's math house ages 3-7 ( win/mac ) ibm - ( aap-misc-parts ) nan,millies math house ibm - ( aap-misc-parts ) 9.9,millies math house ibm - ( aap-misc-parts ) 9.9,73.50427350427351,rapidfuzz,fuzzy,1
microsoft office student and teacher edition 2004 macintosh microsoft 149.99,microsoft office 2004 student/teacher nan 145.99,microsoft ( r ) office 2004 for mac student and teacher edition nan 146.95,78.66666666666666,rapidfuzz,fuzzy,0
printmaster 17 platinum by encore software encore software 39.99,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc nan 33.97,encore software 10393 network now ! pro by encore nan 33.97,68.29268292682926,rapidfuzz,fuzzy,0
land before time : kindergarten brighter-minds-media-inc . 9.99,the land before time : kindergarten adventure nan 12.9,brighter minds land before time : kindergarten brighter-minds-media-inc . 9.99,89.36170212765957,rapidfuzz,fuzzy,0
mediarecover aladdin systems 29.99,allume mediarecover nan 32.99,allume systems inc mediarecover nan 26.14,74.66666666666666,rapidfuzz,fuzzy,0
webobjects 5.2 apple 699.95,apple web objects 5.2 software apple & mac software nan 689.95,apple software m8789z/a webobjects 5.2 apple software 648.99,55.172413793103445,rapidfuzz,fuzzy,0
3d home architect landscape designer v8 encore software 29.99,encore inc 3d home architect landscape designer v 8.0 nan 25.49,encore inc 3d home architect landscape designer v 8.0 nan 25.49,82.25806451612902,rapidfuzz,fuzzy,1
punch ! ultimate deck and landscape punch ! software 29.0,punch software 13100 punch ! ultimate deck & landscape complete product creativity application 1 user ( s ) complete product standard pc nan 29.97,punch software 25100 punch ! master landscape and home design punch software 45.99,66.18705035971223,rapidfuzz,fuzzy,0
terror strike encore 19.95,encore software 14060 terror strike win 2000 xp nan 18.97,encore software 14060 terror strike win 2000 xp nan 18.97,57.831325301204814,rapidfuzz,fuzzy,1
marketcircle daylite v3 .0 ( mac ) csdc 149.0,daylite v3 .0 marketcircle ( mac 10.4 or later ) nan 149.0,daylite v3 .0 marketcircle ( mac 10.4 or later ) nan 149.0,77.66990291262135,rapidfuzz,fuzzy,1
calculation skills v1 add & sub basic core learning sos-aggregation-company nan,sos aggregation company calculation skills v1 add & sub basic core learning sos-aggregation-company 15.91,sos aggregation company calculation skills v1 add & sub basic core learning sos-aggregation-company 15.91,81.5217391304348,rapidfuzz,fuzzy,1
brainfood games cranium collection 2006 encore software 19.99,encore software 11253 brain food games : cranium collection 2006 sb cs by encore nan 17.97,encore software 11253 brain food games : cranium collection 2006 sb cs by encore nan 17.97,72.84768211920529,rapidfuzz,fuzzy,1
scrabble with bonus clue encore 19.99,encore software 11610 scrabble with bonus clue win 98 me 2000 xp nan 18.97,encore software 11610 scrabble with bonus clue win 98 me 2000 xp nan 18.97,64.86486486486487,rapidfuzz,fuzzy,1
totally spies : total swamp romp ( pc & mac ) brighter-minds-media-inc . 19.99,totally spies total swamp romp by brighter minds brighter-minds-media-inc . 19.99,totally spies total swamp romp by brighter minds brighter-minds-media-inc . 19.99,83.01886792452831,rapidfuzz,fuzzy,1
instant immersion italian deluxe v2 .0 ( large box ) topics entertainment 29.99,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ) nan 31.06,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ) nan 31.06,82.14285714285714,rapidfuzz,fuzzy,1
upgrade crystal reports 11 pro french business objects 479.78,upg crystal reports 11 pro french nan 264.99,business objects crystal reports xi nan 459.99,72.89719626168225,rapidfuzz,fuzzy,0
total training for adobe creative suite 3 : design premium bundle total training 299.99,total training for adobe creative suite 3 design premium nan 279.95,total training for adobe creative suite 3 design premium nan 279.95,79.2207792207792,rapidfuzz,fuzzy,1
canopus 77010158100 let 's edit canopus 99.0,canopus let 's edit video editing software win consumer video editing software nan 99.95,edius pro 4 canopus/grass valley 585.99,53.012048192771076,rapidfuzz,fuzzy,0
recam remote monitoring software mobi-technologies-inc . 129.0,mobi-cam 70008 monitoring and notification software mobi-technologies-inc . 89.69,mobi-cam 70008 monitoring and notification software mobi-technologies-inc . 89.69,69.93006993006993,rapidfuzz,fuzzy,1
clickart 1.2 million 2006 dvd encore software nan,encore inc clickart 1.2 million 2006 dvd nan 42.27,encore inc clickart 1.2 million 2006 dvd nan 42.27,80.8080808080808,rapidfuzz,fuzzy,1
hoyle card games ( jewel case ) encore software 9.99,encore software 10025 hoyle card games ( win 98 me 2000 xp ) nan 7.47,encore software 10025 hoyle card games ( win 98 me 2000 xp ) nan 7.47,67.76859504132231,rapidfuzz,fuzzy,1
hoyle south beach solitaire encore 9.99,encore software 11930 hoyle south beach solitaire win 98 me 2000 xp nan 7.69,encore software 11930 hoyle south beach solitaire win 98 me 2000 xp nan 7.69,67.82608695652175,rapidfuzz,fuzzy,1
iaudioize magnetic time for pc and mac sos aggregation 39.99,iaudioize magnetic time for pc and mac nan 39.99,iaudioize magnetic time for pc and mac nan 39.99,81.4814814814815,rapidfuzz,fuzzy,1
phase one capture one pro win/mac phase one 499.0,phase one capture one pro nan 415.99,phase one capture one pro nan 415.99,72.94117647058825,rapidfuzz,fuzzy,1
dora the explorer : dora 's world adventures activision 19.99,dora the explorer : dora world adventures pc cd-rom nan 19.99,dora the explorer : dora world adventures pc cd-rom nan 19.99,77.04918032786885,rapidfuzz,fuzzy,1
elementary advantage 2008 encore software nan,encore inc elementary advantage 2008 nan 33.89,elementary advantage 2008 encore nan 39.95,82.75862068965517,rapidfuzz,fuzzy,0
sound forge audio studio 9 sony media 69.59,sound forge audio studio 9 nan 66.89,sound forge audio studio 9 nan 66.89,83.54430379746836,rapidfuzz,fuzzy,1
internet cleanup 3.0 aladdin systems 29.99,allume internet cleanup 3.0 nan 24.99,allume internet cleanup 3.0 nan 24.99,73.41772151898735,rapidfuzz,fuzzy,1
onone plug-in suite 3 for adobe photoshop onone software 399.95,onone software plug-in suite full nan 393.68,onone software plug-in suite full nan 393.68,69.1588785046729,rapidfuzz,fuzzy,1
boomerang webshop platinum boomerang nan,web shop platinum nan 36.9,elibrium webshop platinum nan 77.33,64.0,rapidfuzz,fuzzy,0
gods & heroes : rome rising sony-online-entertainment 49.99,sony online entertainment gods & heroes rome rising sony-online-entertainment 49.5,sony online entertainment gods & heroes rome rising sony-online-entertainment 49.5,79.43262411347519,rapidfuzz,fuzzy,1
microsoft windows vista ultimate full version [ dvd ] microsoft 399.95,microsoft windows vista ultimate retail no open box returns nan 399.99,microsoft windows vista business full version nan 249.95,69.84126984126983,rapidfuzz,fuzzy,0
instant home design ( jewel case ) topics entertainment 9.99,instant home design 1 ( jc ) nan 12.9,topics entertainment instant immersion japanese crash course nan 6.56,66.66666666666667,rapidfuzz,fuzzy,0
zend studio 5.1 ( win/mac ) zend-technologies-inc . 299.0,zend studio 5.1 php integrated development environment zend-technologies-inc . 249.0,zend studio 5.1 php integrated development environment zend-technologies-inc . 249.0,63.829787234042556,rapidfuzz,fuzzy,1
microsoft powerpoint 2004 ( mac ) microsoft 229.99,microsoft powerpoint 2004 software mac apple & mac software nan 228.95,microsoft powerpoint mac 2004 version upgrade nan 89.99,66.66666666666667,rapidfuzz,fuzzy,0
instant immersion italian deluxe 2.0 topics entertainment 49.99,instant immers italian dlux 2 . nan 36.11,instant immersion italian 2.0 topics entertainment 20.99,90.75630252100841,rapidfuzz,fuzzy,0
starry night galaxy explorer ( pc & mac ) imaginova 9.99,orion/imaginova starry night galaxy explorer nan 8.8,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ) nan 9.59,76.03305785123968,rapidfuzz,fuzzy,0
jumpstart reading with karaoke knowledge adventure 29.99,knowledge adventure 20033 jumpstart reading with karaoke knowledge adventure 19.99,knowledge adventure 20033 jumpstart reading with karaoke knowledge adventure 19.99,79.71014492753623,rapidfuzz,fuzzy,1
galaxy of games 5000 2k games 19.99,egames . inc galaxy of games 5000 pack nan 16.62,egames . inc galaxy of games 5000 pack nan 16.62,62.65060240963856,rapidfuzz,fuzzy,1
microsoft windows small business server cal 2003 license pack 20 client addpack device microsoft software nan,windows sbs cal 2003 20-clt addpak device cal microsoft t74-00003 nan 1413.42,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope nan 303.9,70.93596059113301,rapidfuzz,fuzzy,0
stuffit deluxe v 10.0 ( mac ) smith-micro-software 79.99,allume stuffit deluxe 10.0 os x 10.4 or higher smith-micro-software 69.99,allume stuffit deluxe 10.0 os x 10.4 or higher smith-micro-software 69.99,72.86821705426357,rapidfuzz,fuzzy,1
riverdeep arthur 's kindergarten riverdeep nan,tlc arthur 's kindergarten learning system ( pc ) encore nan 19.95,reader rabbit kindergarten special 2-cd edition nan 12.95,54.36893203883495,rapidfuzz,fuzzy,0
final draft 7/syd field 's screenwriting workshop dvd bundle final draft 249.99,final-draft final draft 7.0 with syd fields workshop bundle screen writing software nan 247.95,final-draft final draft 7.0 with syd fields workshop bundle screen writing software nan 247.95,65.89595375722543,rapidfuzz,fuzzy,1
crystal reports 11 reporting essentials trng cbt business objects 199.99,business objects t-59j-e-56-wx crystal rpt 11 report essentials cbt nan 178.49,business objects t-59j-e-56-wx crystal rpt 11 report essentials cbt nan 178.49,78.66666666666666,rapidfuzz,fuzzy,1
hasbro classic collection 2006 ) encore 19.99,encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp nan 18.97,encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp nan 18.97,63.49206349206349,rapidfuzz,fuzzy,0
hoyle puzzle & board games 2007 encore software 19.99,encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc nan 17.97,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp nan 18.97,71.42857142857143,rapidfuzz,fuzzy,0
vocabulary puzzles grade 1 school zone 14.95,school zone interactive vocabulary puzzles 1 on track software nan 9.45,school zone interactive vocabulary puzzles 1 on track software nan 9.45,67.82608695652175,rapidfuzz,fuzzy,1
final cut express 2.0 upgrade apple computer 99.99,apple software m9372z/a final cut express 2.0 upgrade apple software 79.99,apple logic express 7.2 upgrade from v. 6 apple-computer - ( direct ) 99.99,70.39999999999999,rapidfuzz,fuzzy,0
kakuro puzzle addict unlimited edition global-software-publishing 9.99,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie global-software-publishing 8.79,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie global-software-publishing 8.79,77.71428571428571,rapidfuzz,fuzzy,1
midway arcade treasures ( jewel case ) encore software 9.99,encore inc 28453 midway arcade treasures win 98 me 2000 xp encore inc 19.38,encore inc 28453 midway arcade treasures win 98 me 2000 xp encore inc 19.38,58.2089552238806,rapidfuzz,fuzzy,1
instant play guitar deluxe v2 . topics entertainment 39.48,topics entertainment instant play guitar deluxe v2 .0 nan 31.06,topics entertainment instant play guitar deluxe v2 .0 nan 31.06,90.9090909090909,rapidfuzz,fuzzy,1
jumpstart advanced 2nd grade v2 .0 knowledge adventure 19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure nan 19.99,jumpstart advanced 1st grade knowledge adventure nan 19.99,88.13559322033898,rapidfuzz,fuzzy,0
emedia bass method win/mac emedia 59.99,emedia eg03014 bass method os x emedia 53.99,emedia eg03014 bass method os x emedia 53.99,74.69879518072288,rapidfuzz,fuzzy,1
onone software pxl smartscale windows and macintosh ) onone software nan,pxl smartscale for mac/win nan 159.95,onone software smartscale software nan 189.99,66.66666666666667,rapidfuzz,fuzzy,0
adobe acrobat standard 8.0 adobe 449.99,adobe acrobat v8 .0 professional for mac nan 405.99,adobe acrobat 7.0 standard academic mac nan 98.99,68.18181818181819,rapidfuzz,fuzzy,0
peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ) sage software 1199.99,sage ( ptree ) premium accounting for manufacturing 2007 multi-user nan 1180.37,sage ( ptree ) premium accounting for manufacturing 2007 multi-user nan 1180.37,68.78306878306879,rapidfuzz,fuzzy,1
jumpstart advanced 1st grade v2 .0 knowledge adventure 19.99,jumpstart advanced 1st grade knowledge adventure nan 19.99,jumpstart advanced 1st grade knowledge adventure nan 19.99,93.22033898305084,rapidfuzz,fuzzy,1
palo alto business plan pro 2007 palo-alto-software 99.95,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc nan 83.97,palo alto software business plan pro 2007 palo-alto-software 88.83,86.1788617886179,rapidfuzz,fuzzy,0
mariner calc speadsheet ( mac ) mariner software 59.99,mariner calc spreadsheet software nan 52.99,mariner calc spreadsheet software nan 52.99,82.4742268041237,rapidfuzz,fuzzy,1
onone genuine fractals 5 full 1u onone software 159.95,onone software inc. gfs-50211 genuine fractals 5 full 1u nan 148.97,onone software inc. gfs-50211 genuine fractals 5 full 1u nan 148.97,79.33884297520662,rapidfuzz,fuzzy,1
